0, 2200, -300, 1300
40.82542085647583, 817, 478, 869, 1025
40.941439628601074, 785, 569, 759, 1024
41.045459270477295, 774, 652, 848, 819
41.15543532371521, 700, 807, 867, 705
41.26746320724487, 684, 928, 915, 687
41.37342190742493, 716, 970, 902, 648
41.485424518585205, 738, 924, 922, 602
41.58042240142822, 741, 853, 916, 604
41.68645787239075, 703, 824, 913, 622
41.785425424575806, 685, 823, 737, 755
41.9024498462677, 682, 1022, 756, 1016
42.007460594177246, 756, 1084, 785, 1090
42.117429971694946, 796, 1104, 787, 1103
42.23442316055298, 723, 1029, 839, 910
42.34442162513733, 722, 892, 844, 752
42.45442867279053, 755, 645, 880, 705
42.56444549560547, 728, 710, 912, 691
42.675427198410034, 730, 750, 897, 619
42.78342247009277, 748, 778, 930, 559
42.91042470932007, 682, 867, 979, 478
43.036423206329346, 735, 828, 1042, 334
43.14842653274536, 730, 838, 1121, 307
43.27442407608032, 743, 803, 1236, 382
43.385422229766846, 816, 702, 1420, 486
43.52042555809021, 819, 587, 1438, 527
43.65642261505127, 783, 477, 1371, 666
43.77342462539673, 756, 500, 1185, 805
43.88742685317993, 763, 522, 911, 986
43.99444365501404, 797, 614, 784, 901
44.10143518447876, 723, 576, 719, 869
44.2084596157074, 716, 556, 789, 756
44.3064489364624, 639, 656, 821, 616
44.417425870895386, 637, 727, 821, 556
44.52742648124695, 623, 748, 841, 487
44.63242316246033, 618, 741, 861, 451
44.737457513809204, 669, 695, 846, 451
44.84745740890503, 687, 615, 845, 486
44.950424909591675, 635, 633, 754, 520
45.05843424797058, 656, 624, 725, 552
45.16842436790466, 656, 618, 790, 537
45.27742671966553, 658, 599, 760, 504
45.37342143058777, 679, 538, 763, 483
45.484450817108154, 768, 587, 768, 473
45.59142255783081, 685, 376, 742, 467
45.69943332672119, 665, 360, 724, 453
45.809422969818115, 637, 350, 697, 427
45.91942381858826, 624, 339, 742, 302
46.03042197227478, 497, 245, 808, 236
46.13942265510559, 603, 500, 727, 346
46.25442385673523, 565, 666, 1020, 408
46.37842416763306, 545, 723, 978, 445
46.501423597335815, 550, 783, 1048, 311
46.61342239379883, 569, 739, 988, 392
46.7274284362793, 595, 616, 959, 353
46.83742141723633, 725, 549, 980, 209
46.942429304122925, 615, 352, 690, 422
47.0474591255188, 530, 390, 769, 471
47.1584575176239, 923, 481, 0, 2048
47.26845669746399, 1064, 437, 1112, 458
47.37642431259155, 1052, 527, 1205, 279
47.49542212486267, 1159, 440, 1236, 336
47.60245728492737, 1150, 446, 1246, 262
47.710421323776245, 1125, 435, 1224, 238
47.81943488121033, 1101, 381, 1184, 218
47.9294376373291, 1073, 294, 850, 369
48.04142141342163, 1033, 305, 846, 368
48.15342402458191, 993, 323, 764, 268
48.25842356681824, 969, 349, 698, 230
48.37345361709595, 969, 313, 761, 327
48.491421699523926, 963, 299, 779, 395
48.60842156410217, 966, 309, 781, 409
48.70645761489868, 996, 303, 670, 272
48.825429916381836, 962, 386, 727, 602
48.94142293930054, 922, 428, 731, 545
49.05942177772522, 1022, 423, 738, 599
49.176429748535156, 1031, 424, 714, 768
49.30142164230347, 1045, 432, 732, 766
49.420422077178955, 1053, 436, 741, 770
49.540422677993774, 1064, 442, 637, 28
49.68042206764221, 1076, 439, 621, 92
49.79045057296753, 1086, 444, 631, 80
49.91642355918884, 1088, 436, 637, 88
